date,BRA,IND,ZAF,POL
2020-06-15,-3.357187865331985,-2.184685027510367,-1.7644673970050377,2.3260464592452226
2020-06-16,-3.4099747576718755,-2.1521732768612662,-1.7881921105957768,2.324817689211219
2020-06-17,-3.4103265918261334,-2.1437408732908607,-1.74498902432241,2.2076817441429983
2020-06-18,-3.2724983250551585,-2.149874523774157,-1.7589142763972516,2.1378130982792007
2020-06-19,-3.364437568391386,-2.160527057806683,-1.669339634896186,2.100199513951683
2020-06-22,-2.92874611206663,-2.1133668194564135,-1.6283955582178427,2.064523316046298
2020-06-23,-2.330333955990099,-2.0763165835051374,-1.605724751473089,2.0764098599396146
2020-06-24,-2.373182223906724,-2.0590751788421446,-1.7457298499255856,2.2394309210098458
2020-06-25,-2.652464126982376,-1.9605770585202194,-1.6991172754721786,2.1045557143673825
2020-06-26,-2.7639347976784645,-2.0333061128845844,-1.7636795832349432,2.2157242981136096
2020-06-29,-2.7239107769135593,-1.8801006981840704,-1.5665039271756211,2.0502385674523
2020-06-30,-2.671326940631144,-1.8682964654321699,-1.55556385380033,2.1248541431374197
2020-07-01,-2.666275795805686,-1.7931419996800118,-1.5930987199792175,2.0997426836013986
2020-07-02,-2.6440928664436294,-1.8222528013328436,-1.5427279363275999,1.9798232744718263
2020-07-03,-2.5694741267408445,-1.978563136646483,-1.5223116612473102,1.9867517075801382
2020-07-06,-2.3735303095762603,-1.9383391883073873,-1.4797751884759105,1.9586420071910386
2020-07-07,-2.4518771129340196,-1.9316771988590784,-1.4565529822119476,1.8799042883808987
2020-07-08,-2.303407091719457,-1.8789978957490134,-1.3822730877974583,1.9106371546092296
2020-07-09,-2.2826168412666146,-1.849206982850107,-1.4061855629894404,1.9384765699004725
2020-07-10,-2.1547128160956457,-1.846019414386806,-1.403625165008469,1.907078075353141
2020-07-13,-2.2038661405185533,-1.7756940535702537,-1.3608648373265262,1.9097234833508365
2020-07-14,-2.161092658779926,-1.8076093394125097,-1.334672493974517,2.006460282438522
2020-07-15,-1.909264219821398,-1.7038288847198204,-1.2698627036961763,2.0030625674897586
2020-07-16,-1.8532479939222466,-1.7404598508644777,-1.3009733698851174,1.9803380894202287
2020-07-17,-1.746308151227007,-1.7233786937042734,-1.1384999214023315,1.8700685452639445
2020-07-20,-1.4765363508591764,-1.7602975508076353,-1.1295633484155139,1.8519834954419836
2020-07-21,-1.2964448457859974,-1.7150808368014652,-1.1232967745790974,1.8789134048746008
2020-07-22,-1.3216502994299706,-1.7529191004920082,-1.1884039064590375,1.9984702383853628
2020-07-23,-1.4111062931491662,-1.6334173742239468,-1.1403907721192013,2.0658523012395325
2020-07-24,-1.471028605046443,-1.577794646463088,-1.190917588528826,2.069524818106659
2020-07-27,-1.3705532232373292,-1.5198095123984967,-1.020982227690202,1.9929298606418961
2020-07-28,-1.3167012308876727,-1.4972600679067614,-1.0546283813630544,2.0029139443450816
2020-07-29,-1.1833305466665875,-1.4045600282664379,-0.8262938913099251,1.937642566728171
2020-07-30,-1.2287219577946573,-1.4375589250210974,-0.931811377737026,2.2816014415327066
2020-07-31,-1.2074449292900546,-1.4160321101234403,-0.9060916664477576,2.317769761139054
2020-08-03,-1.2473449102504193,-1.489305476960484,-0.8343574016301242,2.1659842251756833
2020-08-04,-1.4453173122617167,-1.430923621586625,-0.6760702406116867,2.1461515350277054
2020-08-05,-1.270745941713017,-1.3918297949504697,-0.5750606958436438,2.103027125054236
2020-08-06,-0.934459974379437,-1.416319021419217,-0.5505039460813939,2.189162986427966
2020-08-07,-1.0037311591012605,-1.3692932444588042,-0.6646265995637213,2.1255372073902836
2020-08-10,-0.9849939929370249,-1.338805296593039,-0.6078482538179749,2.041838414799803
2020-08-11,-1.0459688553125892,-1.3212402196958852,-0.5849711950460685,1.9858682547245514
2020-08-12,-1.0341478462737397,-1.3422528895020467,-0.5603875168536657,1.9519850678560613
2020-08-13,-1.0234112932492738,-1.3326383809789657,-0.5356966389946847,1.959161876282726
2020-08-14,-0.9713234858872501,-1.2175270445041906,-0.5799972786519508,1.9842983449356204
2020-08-17,-1.0767293819709338,-1.2066979290545743,-0.5619079464913556,1.990732037183213
2020-08-18,-1.0790921856330289,-1.1928380711432358,-0.5764367448225327,2.0677968934204505
2020-08-19,-1.109544979719364,-1.1316596110424693,-0.656007558449462,2.1626071790525745
2020-08-20,-1.1692337331340608,-1.1299199403477398,-0.7777538576832326,2.0933222295099605
2020-08-21,-1.1608134937668726,-1.0642881882902802,-0.7523853273522921,2.1309313028801546
2020-08-24,-1.1622172909340727,-1.0579443371257256,-0.7077210929830657,1.9717480580059012
2020-08-25,-1.1135120913805288,-1.1074383220012765,-0.7622996057994321,2.034229755841889
2020-08-26,-1.2042520696013852,-1.0876244190563755,-0.7556060965541742,1.99077919200319
2020-08-27,-1.3035713020963862,-1.0547975357724328,-0.7280420262436397,1.9722087297601198
2020-08-28,-1.1859879391441555,-1.134080949982016,-0.8000196289857804,2.0233397338383186
2020-08-31,-1.4613485197893086,-1.410351812061209,-0.9246031327742135,2.1509570186717997
2020-09-01,-1.4875133016856232,-1.4117987835881494,-0.8220977787128183,2.24279146900732
2020-09-02,-1.3233067024212268,-1.4763168532949809,-0.8614801543137296,2.2285373411390683
2020-09-03,-1.3335180483912292,-1.4721368632649543,-1.0341312452193752,2.1733462105951498
2020-09-04,-1.2468869577376234,-1.531452859024513,-1.108157905032044,2.152646175800251
2020-09-07,-1.217687364128074,-1.5454140042338032,-1.0807461520070045,2.0960479411332242
2020-09-08,-1.2186572742521777,-1.5005741234780736,-1.0655637259798558,2.2191756566676397
2020-09-09,-1.213666043858182,-1.4841840388010499,-0.9948427193585826,2.1209775151637986
2020-09-10,-1.36041953854686,-1.504404320115855,-0.9933892271036234,2.0636178533313494
2020-09-11,-1.362483166596281,-1.4932466099863198,-0.9326700759266848,2.036336070275461
2020-09-14,-1.2724067822937921,-1.457217635985955,-0.9475179141375717,2.050774688424881
2020-09-15,-1.1747799448386465,-1.3456924211937022,-0.9673230548191465,2.1186519481000547
2020-09-16,-1.1849721145846743,-1.3325985816618846,-0.9031092063060462,2.0823572036146403
2020-09-17,-1.1393263251160142,-1.3618634995963965,-1.047951661493975,2.0436759968861664
2020-09-18,-1.2237537643198764,-1.3605817267577236,-1.0673585737328546,2.1116737784630817
2020-09-21,-1.4649735118325486,-1.465921907306096,-1.2454268929702428,2.3277913717659766
2020-09-22,-1.4472670351873427,-1.4783610650320596,-1.1233304644028284,2.1431896477029966
2020-09-23,-1.5206927467838092,-1.4850084845575215,-1.119590731559014,2.1379455488848595
2020-09-24,-1.5995714269312702,-1.6247906540024286,-1.0580292010936112,2.1060622384791627
2020-09-25,-1.562685912666559,-1.6363637266066373,-1.1524862725511698,2.042696990557564
2020-09-28,-1.7193638285591588,-1.6352579877670206,-1.1053283284037105,2.02424627021019
2020-09-29,-1.782641942649247,-1.6067471656691008,-1.1382638255883792,2.0548976832358226
2020-09-30,-1.7185775871383646,-1.6137823786159842,-1.158706298996449,2.1823411350334267
2020-10-01,-1.6249431188576635,-1.617186040153052,-1.1526911830576818,2.2301571751989613
2020-10-02,-1.7307720131456514,-1.7191354497904738,-1.2143055005583372,2.302571201260355
2020-10-05,-1.6757112751022814,-1.700289140827809,-1.1672029990601407,2.2182785652657424
2020-10-06,-1.716627495923256,-1.6765998859017797,-1.1676863138076592,2.241707978553085
2020-10-07,-1.6523354189720478,-1.7127857120086036,-1.106349402456868,2.189544665446917
2020-10-08,-1.5373397444381596,-1.7442649536249388,-1.12856818966752,2.2677349998390572
2020-10-09,-1.5243884478687442,-1.7315526876007457,-1.0864303610430663,2.321621180230635
2020-10-12,-1.226681641906411,-1.615242209978391,-1.077726494796108,2.421645620929951
2020-10-13,-1.0463344814842868,-1.5240677480780018,-1.125987202554352,2.489917009100481
2020-10-14,-0.9657001551094325,-1.4618541681540023,-1.1205455952532688,2.3421722541480445
2020-10-15,-0.9448709126241527,-1.6387641030276392,-1.0629735794753283,2.478364795478723
2020-10-16,-0.9620645026259157,-1.5795760860707888,-1.013897730071724,2.3780347006591813
2020-10-19,-0.9686335170281841,-1.558097716609521,-1.0014156964377068,2.3915447516999317
2020-10-20,-0.8980877693084884,-1.5065624196125638,-0.9929702898854613,2.3514035020034507
2020-10-21,-0.8593247736019645,-1.485945861509011,-0.9663907063125498,2.3903792485949786
2020-10-22,-0.7255828454355114,-1.454416440055712,-1.0196280602415893,2.388361902725566
2020-10-23,-0.7556611994998855,-1.4457591787667035,-1.0355963559629224,2.356012282495656
2020-10-26,-0.7506883725780684,-1.480288286607703,-1.068739169789007,2.4173362200486745
2020-10-27,-0.8054509039287239,-1.4542540801779509,-1.17458261661529,2.387385625352131
2020-10-28,-1.2237952913450887,-1.506825817062991,-1.487844183370638,2.7350778612683992
2020-10-29,-1.175475313093692,-1.519874907651767,-1.4549704303281779,2.6465790566087057
2020-10-30,-1.3438867353125141,-1.5548487478655437,-1.4678965518851277,2.6972182182350006
2020-11-02,-1.1528414084124712,-1.4743269354753512,-1.3816245486729997,2.6135407253905343
2020-11-03,-1.0971793984465452,-1.471009440084685,-1.402687479186033,2.6352001237355864
2020-11-04,-0.9946692796097917,-1.4414143363479412,-1.3509638610468107,2.7470780430339636
2020-11-05,-0.8117837087154233,-1.3494608660363687,-1.4210481553129803,2.6830021257953938
2020-11-06,-0.8612023753019158,-1.3362389618967903,-1.407461052274743,2.6958180367344067
2020-11-09,-0.8378382359452322,-1.3321838063428257,-1.337293601011212,2.6001384617620302
2020-11-10,-0.6884334286427223,-1.306152033463105,-1.3534129658918015,2.5549199585012095
2020-11-11,-0.7580102850426732,-1.2762632581271192,-1.293988453346379,2.5421115153725564
2020-11-12,-0.8954733243367923,-1.2541661502564247,-1.3539763752809306,2.5599390388952425
2020-11-13,-0.859760735734076,-1.1606246376361025,-1.3412852707157918,2.646270048504932
2020-11-16,-0.7442412296357723,-1.245824203215953,-1.3613016369965978,2.574136759907832
2020-11-17,-0.6015497752550399,-1.215752881225617,-1.4180891469444545,2.625096886197901
2020-11-18,-0.6480466501857679,-1.0814377836116174,-1.3807624892598276,2.552254172784337
2020-11-19,-0.6482777338370179,-1.117878429735272,-1.4105718031906032,2.6353836918637223
2020-11-20,-0.6337926543440648,-1.1533346812246783,-1.4104229764259828,2.569992601976018
2020-11-23,-0.6629123218360907,-1.1124312558243525,-1.3775776580294579,2.536703842770788
2020-11-24,-0.6417760620036355,-1.0653672255983793,-1.3436658699340742,2.4305947271763073
2020-11-25,-0.6045553491413711,-1.174028915606452,-1.3804064305266717,2.493144685297722
2020-11-26,-0.5775386197870351,-1.062025727594088,-1.3598390854543982,2.447673013109982
2020-11-27,-0.5571044966111651,-1.0521032178429064,-1.3463704731419157,2.437637545413732
2020-11-30,-0.6513698495884805,-1.0643288794254786,-1.4274111026247709,2.530266739296256
2020-12-01,-0.5296890001758212,-1.0416566596664214,-1.3494314529300753,2.4666788753525983
2020-12-02,-0.5490004386477931,-1.1253203917143024,-1.3542690930916714,2.481255440053238
2020-12-03,-0.5027178929968273,-1.1154694460861156,-1.287058193981257,2.486106824261348
2020-12-04,-0.4440648732843788,-1.091352734406864,-1.2733290918204445,2.4050088992671905
2020-12-07,-0.43811677169074426,-1.042617146303906,-1.2375623964566522,2.3478260394201502
2020-12-08,-0.3960039560402604,-1.0155609351207693,-1.2411191756235975,2.2968444828224874
2020-12-09,-0.24249031198828458,-1.0045529457589264,-1.0254610147089114,2.0623096403492878
2020-12-10,-0.19342645100046751,-0.8797278150804141,-1.0059309012609388,2.13222096127561
2020-12-11,-0.11762938046904044,-0.8947250768233496,-0.982916932879274,2.2594672459723846
2020-12-14,-0.1970638196105099,-0.8583582318344908,-0.9151603737870234,2.241856310105763
2020-12-15,-0.20931514666634748,-0.8412613318751107,-0.9212865192855979,2.050908920872
2020-12-16,-0.07676241410154248,-0.8247139581411923,-0.9475100926415176,2.0251259945232882
2020-12-17,0.007904500803304636,-0.7878066330971376,-0.7768109779470287,2.0787711810260587
2020-12-18,0.10304549989360244,-0.7689029558204474,-0.8498524754984221,2.203562763981258
2020-12-21,0.1820284819869538,-0.9767649110389263,-0.9457926260474578,2.2465699116519207
2020-12-22,0.19740615529962832,-0.9472921883425081,-0.9788768238038494,2.1560165820108583
2020-12-23,0.24196800278661806,-0.8934386054305186,-0.9453790661594381,2.0466590336066064
2020-12-24,0.23934412143904962,-0.9532151296328092,-0.9232873179581267,2.049182843303134
2020-12-25,0.3191351399403298,-0.9738437397393024,-0.9377712777099031,2.025728403640142
2020-12-28,0.39484526251714513,-0.9191311101186944,-0.9355783804451296,1.8928516566034832
2020-12-29,0.3956724333952717,-0.9200368408321278,-0.9152243904827972,1.8838428070439044
2020-12-30,0.4716560118254639,-0.9220046129511789,-0.8656640724171797,1.9321645740313564
2020-12-31,0.49480798451748526,-0.9500442734732301,-0.8774859900382712,1.874985618650413
2021-01-01,0.5190428742485977,-0.9236440095381506,-0.9110404367870797,1.8562825144709896
2021-01-04,0.5325987778408248,-0.9089026760333251,-0.8345399161676612,1.8062276730331033
2021-01-05,0.47499577024733947,-0.88372378032172,-0.7826570701788724,1.8006219416881573
2021-01-06,0.547476579676018,-0.8210253423558292,-0.6796010706849305,1.8667343799518459
2021-01-07,0.618425369974566,-0.8095836541583291,-0.6341033755716659,1.8045970154507511
2021-01-08,0.5769718943533584,-0.7674331943385921,-0.49298791761893157,1.776426821501989
2021-01-11,0.4549639768673279,-0.7599508399814553,-0.4395019162291451,1.7228163585267846
2021-01-12,0.46204451085463366,-0.7302750790697126,-0.41908697127204364,1.7579786572180234
2021-01-13,0.32580842519522096,-0.767137266204381,-0.4668045906763292,1.8598804230649755
2021-01-14,0.3992335147724087,-0.7621353226597564,-0.40889679046998345,1.7669159157258723
2021-01-15,0.19723114214346937,-0.8036944906030937,-0.4771669902064175,1.861009989580984
2021-01-18,0.10504882210109003,-0.8402131667950529,-0.43012482000640634,1.8071467287882195
2021-01-19,0.10441163152082268,-0.8135288362583214,-0.44461203321627474,1.8331106422670493
2021-01-20,0.00034942897621887824,-0.7679144398476782,-0.44913613257432566,1.8398380454960415
2021-01-21,-0.02666586305028217,-0.8126858533599463,-0.4668319563966551,1.9314642926405283
2021-01-22,0.05754346294810037,-0.8685799615291712,-0.4728964578906734,1.946630200494431
2021-01-25,-0.08459022171249785,-0.8986515068694465,-0.39249475904040293,1.9511009739121978
2021-01-26,-0.09864835103655127,-0.8938250181897781,-0.4556834746500999,1.8698479978605482
2021-01-27,-0.1396188191169987,-0.9795716588444449,-0.6672525952160351,2.056064247480055
2021-01-28,-0.11002822610076561,-1.0013344922742595,-0.5290070794552444,1.936625595166289
2021-01-29,-0.33332183594899956,-1.0586941834195145,-0.5992556891266749,2.082611754026041
2021-02-01,-0.26843904200343605,-1.0946825475473667,-0.488626412832851,1.9997431954665656
2021-02-02,-0.22637043168560317,-1.0422921514468633,-0.5191595452517879,1.9860507320030316
2021-02-03,-0.15169150135099485,-1.0049167333317681,-0.5281563977296553,2.04011923014106
2021-02-04,-0.1469797610832576,-0.9278348704768062,-0.4991651333710293,2.077749955177223
2021-02-05,-0.1934717823381807,-0.8886120082574246,-0.441426475172334,1.9349811751266865
2021-02-08,-0.2031385070760292,-0.8859158504239847,-0.4119193046645605,1.9568821753846208
2021-02-09,-0.1987285855577785,-0.8776568085363202,-0.41705909922508877,2.001924487339956
2021-02-10,-0.2453192083542474,-0.8868317302958822,-0.4110034369271239,2.1047867869892944
2021-02-11,-0.21139635883966035,-0.8374411631345552,-0.41958117766917885,2.0164275650105528
2021-02-12,-0.2106715428946075,-0.8549914525788017,-0.43290021597290274,2.0611116070157025
2021-02-15,-0.20897320476890247,-0.856178652593678,-0.35928068287343506,2.0437449673802455
2021-02-16,-0.1286824170011669,-0.8211213938147451,-0.3753103509964768,2.00289246470519
2021-02-17,-0.07463141601569077,-0.8532594209914707,-0.29687249699436064,2.014411787472548
2021-02-18,-0.14469172174597367,-0.8947520087475757,-0.31888132855261897,1.9191214773663299
2021-02-19,-0.043535041156987524,-0.9397366628918986,-0.28683140739621493,1.9370788718372312
2021-02-22,-0.49291161859281096,-1.0227786689526122,-0.27911632747639215,2.041363147723749
2021-02-23,-0.46198589560481385,-1.0183938153364853,-0.5090597371123995,2.1739357870531446
2021-02-24,-0.17992003590775504,-0.9685048311420149,-0.5250171114792458,2.1066807211121437
2021-02-25,-0.36535149968990666,-0.9551265898216638,-0.5090797927265115,2.1329788049704903
2021-02-26,-0.5326703130852826,-1.3053664359804416,-0.5390608174455812,2.164149008243008
2021-03-01,-0.5124370355297038,-1.2941947118267345,-0.4970309878059255,2.044111442684957
2021-03-02,-0.49862070500419153,-1.3226792373376173,-0.4660016664540755,1.9743828572669446
2021-03-03,-0.5109224393595744,-1.3140815465657933,-0.4900355345081047,2.0384294846557878
2021-03-04,-0.40496625428122385,-1.4178797896871698,-0.5201366885591657,1.970418957214687
2021-03-05,-0.33287287893631506,-1.413322290127787,-0.42793770503811146,1.8989012936334904
2021-03-08,-0.5464365684883934,-1.4008644569128197,-0.4039359720516923,1.7738847865739364
2021-03-09,-0.8444402623826751,-1.3734817313699157,-0.30980662457682223,1.6197711130980554
2021-03-10,-0.6695177639166368,-1.4808676978360384,-0.2970710616925474,1.588113894552762
2021-03-11,-0.6090686546977961,-1.4708084949137183,-0.3247050498908799,1.5372380634665141
2021-03-12,-0.6845297612426962,-1.487289560005155,-0.4067133365187321,1.4910589036401576
2021-03-15,-0.6331344268749606,-1.3169193735116418,-0.4490783108420427,1.4811082111817142
2021-03-16,-0.819225726630509,-1.26955229969844,-0.49559489089563513,1.5083767289506156
2021-03-17,-0.6893119082517174,-1.293468536760393,-0.5914328917474114,1.645675493295781
2021-03-18,-0.7728716666669628,-1.3592364553146834,-0.6088840246408596,1.6312007537937747
2021-03-19,-0.67434025526084,-1.345815276915688,-0.6669034748774647,1.650951666929512
2021-03-22,-0.7104402429067974,-1.3710171942661282,-0.6228042045840052,1.633317536561833
2021-03-23,-0.8091073775969195,-1.3606058656375637,-0.7089720748731612,1.7085300610759662
2021-03-24,-0.8762024413074874,-1.4128571388424347,-0.6259958275495717,1.6618553211339164
2021-03-25,-0.9203801409993844,-1.4546528805582337,-0.6513934551565702,1.6686955603406592
2021-03-26,-0.8900164361204423,-1.4529095851731124,-0.6645809213169495,1.5702567252607964
2021-03-29,-0.9691442242686066,-1.4635965255466126,-0.6167711246551365,1.515625695822826
2021-03-30,-0.9257304775831425,-1.4644109298107597,-0.6181288782343096,1.3599047347337374
2021-03-31,-0.9261858991470271,-1.5021349480977595,-0.7093618009722633,1.3541178419852493
2021-04-01,-1.058260909774172,-1.5300080994149907,-0.6920742832762541,1.356670580678831
2021-04-02,-1.1237000136139539,-1.5036268358931217,-0.7005670050232914,1.4320635661783225
2021-04-05,-0.8549838860435744,-1.5062254989655675,-0.6997349428743813,1.3885001821513614
2021-04-06,-0.7828531356234149,-1.5112378502181447,-0.5948448374481952,1.325182645636574
2021-04-07,-0.7693554111325505,-1.4480394993267456,-0.7052829187413074,1.399298261229954
2021-04-08,-0.6689873557414189,-1.485034901814577,-0.6419993270952703,1.4827956756491045
2021-04-09,-0.5637337214771687,-1.2219656387740465,-0.5896385729803307,1.534888719505026
2021-04-12,-0.6188848599814121,-1.3448278306213879,-0.574233162173919,1.4800190481209334
2021-04-13,-0.6221967493001946,-1.282036598940117,-0.5054673896158051,1.5095186193904575
2021-04-14,-0.5624929523878281,-1.206668698348335,-0.4921936368330678,1.4078567532675181
2021-04-15,-0.5056873842102374,-1.1696201778676982,-0.5054775592291321,1.4251635628507184
2021-04-16,-0.4259378321590075,-1.212843552415613,-0.5252561557637261,1.4499163172829275
2021-04-19,-0.25733259023010013,-1.3050126382968277,-0.5398221756668321,1.4985026138709663
2021-04-20,-0.07069821913092221,-1.275882671919369,-0.7260907256124226,1.546691649929734
2021-04-21,-0.05306997674150087,-1.170251831206311,-0.6907994517987576,1.5593050987085348
2021-04-22,0.05080830064462156,-1.1639819826332405,-0.7224949119569058,1.5307209931443515
2021-04-23,0.1928948034976687,-1.2394192435621718,-0.6748096858262428,1.506471476814281
