,"('GDP growth (annual %)', 'Brazil')","('GDP growth (annual %)', 'India')","('GDP growth (annual %)', 'Poland')","('GDP growth (annual %)', 'South Africa')","('Inflation, consumer prices (annual %)', 'Brazil')","('Inflation, consumer prices (annual %)', 'India')","('Inflation, consumer prices (annual %)', 'Poland')","('Inflation, consumer prices (annual %)', 'South Africa')",ABEV3.SA,ANH.JO,BAJFINANCE.NS,BBDC4.SA,BHARTIARTL.NS,BHP,BRLUSD=X,CDR.WA,CFR.JO,DNP.WA,FSR.JO,GGBR4.SA,GLN.JO,HDB,HINDUNILVR.NS,ICICIBANK.NS,INFY,INRUSD=X,ITUB,KGH.WA,KOTAKBANK.NS,LPP.WA,LREN3.SA,MBK.WA,MGLU3.SA,MTN.JO,NPN.JO,PEO.WA,PETR4.SA,PKO.WA,PLNUSD=X,PZU.WA,RELIANCE.NS,RENT3.SA,SBIN.NS,SBK.JO,SOL.JO,SPL.WA,TCS.NS,TPE.WA,VALE,VOD.JO,WEGE3.SA,ZARUSD=X,^BVSP,^J203.JO,^NSEI,^WIG20
2021-02-01 00:00:00,,,,,,,,,12.354752540588379,95940.9140625,495.5219421386719,15.05997371673584,555.6064453125,43.89984893798828,0.18312335014343262,288.7652893066406,,26.139999389648438,4696.10400390625,12.695894241333008,5194.27001953125,36.22742462158203,2084.079833984375,583.9878540039062,15.524673461914062,0.013716178946197033,3.0705196857452393,182.67764282226562,1794.005126953125,6418.1640625,28.43370819091797,195.60000610351562,226.20252990722656,6146.11328125,70642.3203125,45.319889068603516,8.155585289001465,23.439916610717773,0.2683195173740387,20.093820571899414,859.3882446289062,55.64082336425781,286.68804931640625,12436.1455078125,16374.5205078125,151.52645874023438,2809.89990234375,2.8559999465942383,10.163331031799316,12403.8876953125,38.9826774597168,0.06590653955936432,117365.0,62796.6484375,14281.2001953125,1967.719970703125
2021-02-02 00:00:00,,,,,,,,,12.362669944763184,98666.828125,506.7477111816406,14.999679565429688,574.9852294921875,43.10972595214844,0.18414510786533356,267.5186462402344,,25.799999237060547,4845.66064453125,12.548394203186035,5019.29443359375,37.19348907470703,2067.258056640625,597.0932006835938,15.578269004821777,0.01367618702352047,3.0533013343811035,171.2602996826172,1853.556396484375,6443.169921875,28.39216423034668,198.8000030517578,229.55975341796875,6190.064453125,71292.2578125,46.33831024169922,8.490338325500488,23.761558532714844,0.26761725544929504,20.847253799438477,873.2179565429688,58.738277435302734,307.3569030761719,12833.87109375,16796.9921875,149.63140869140625,2867.272216796875,2.8340001106262207,9.944764137268066,12529.564453125,39.30084991455078,0.0664125308394432,118234.0,62733.6484375,14647.849609375,1954.02001953125
2021-02-03 00:00:00,,,,,,,,,12.418108940124512,97474.8671875,513.790771484375,15.071304321289062,584.09912109375,43.07118225097656,0.18632730841636658,271.9568786621094,,25.84000015258789,4890.52734375,12.854321479797363,5049.291015625,37.27244186401367,2069.482666015625,601.92919921875,15.765849113464355,0.013714355416595936,3.0246055126190186,170.5583953857422,1844.494140625,6418.1640625,28.966798782348633,198.1999969482422,232.73545837402344,6322.91552734375,71832.1953125,45.291595458984375,8.573288917541504,23.24692726135254,0.26871824264526367,20.65216827392578,875.4170532226562,59.86064910888672,309.98663330078125,12909.6279296875,18776.513671875,152.63192749023438,2864.228759765625,2.8499999046325684,10.254401206970215,12786.8974609375,40.88709259033203,0.06706728041172028,119725.0,63010.609375,14789.9501953125,1940.68994140625
2021-02-04 00:00:00,,,,,,,,,12.354752540588379,98034.84375,539.2349243164062,15.524928092956543,576.1845092773438,43.039058685302734,0.1868460327386856,274.7897644042969,,26.579999923706055,5050.05517578125,12.668578147888184,5083.28564453125,37.04021072387695,2081.29931640625,607.6839599609375,15.712257385253906,0.013725328259170055,3.001648187637329,169.52896118164062,1902.4520263671875,6401.49365234375,28.620635986328125,195.0,229.6504669189453,6607.59619140625,71928.796875,45.02284622192383,8.537736892700195,22.65992546081543,0.2686222195625305,20.504173278808594,872.5377807617188,60.55670166015625,327.65667724609375,13407.033203125,19648.42578125,147.26255798339844,2853.8466796875,2.818000078201294,10.017621040344238,13131.0068359375,39.457637786865234,0.06715420633554459,119261.0,63786.2109375,14895.650390625,1927.02001953125
2021-02-05 00:00:00,,,,,,,,,12.291394233703613,98152.84375,542.5361328125,15.441370964050293,557.4771728515625,43.54011535644531,0.1843080073595047,277.0560607910156,,26.31999969482422,5189.642578125,13.220337867736816,5228.2646484375,38.06201171875,2103.4970703125,593.998291015625,15.747987747192383,0.013708827085793018,3.001648187637329,177.81121826171875,1974.451171875,6439.001953125,28.39216423034668,194.89999389648438,234.5501708984375,6980.1787109375,71359.25,46.67778778076172,8.543662071228027,22.99765396118164,0.2659999132156372,20.578168869018555,872.288330078125,59.921546936035156,362.7199401855469,13840.64453125,19501.609375,151.84231567382812,2826.54736328125,2.868000030517578,10.479037284851074,12937.5078125,38.9642448425293,0.0666927620768547,119925.0,64289.48046875,14924.25,1957.72998046875
2021-02-08 00:00:00,,,,,,,,,11.832050323486328,97296.875,538.5345458984375,15.113082885742188,573.0185546875,44.741355895996094,0.18624748289585114,270.3515625,,26.579999923706055,5083.9560546875,13.111078262329102,5454.23291015625,38.31745910644531,2073.00390625,608.9412841796875,16.042760848999023,0.013739132322371006,2.944256544113159,180.89952087402344,1949.007568359375,6409.82861328125,28.551403045654297,195.39999389648438,237.3629608154297,6858.3154296875,71792.1953125,46.32416915893555,8.32740592956543,22.651884078979492,0.2687666416168213,20.174543380737305,884.8485107421875,60.260868072509766,366.3646240234375,13613.3720703125,19975.017578125,150.10516357421875,2876.804931640625,2.8940000534057617,10.715818405151367,12866.689453125,39.42534637451172,0.06703468412160873,119516.0,65059.16015625,15115.7998046875,1952.0999755859375
2021-02-09 00:00:00,,,,,,,,,11.847888946533203,95665.921875,528.99365234375,15.190675735473633,574.6015625,44.76062774658203,0.1864176243543625,254.9595184326172,,26.700000762939453,5035.10009765625,13.193020820617676,5412.23876953125,37.839073181152344,2054.096923828125,612.5682373046875,15.75692081451416,0.013711797073483467,2.9672131538391113,180.33799743652344,1941.0408935546875,6651.5517578125,28.309091567993164,193.10000610351562,238.08883666992188,7124.017578125,71831.796875,45.75837326049805,8.158544540405273,22.579513549804688,0.26945462822914124,20.046730041503906,886.9795532226562,59.617027282714844,364.2884826660156,13501.7294921875,19812.220703125,150.10516357421875,2843.508056640625,2.7899999618530273,10.709746360778809,12866.689453125,39.19940948486328,0.06727682054042816,119429.0,65162.69140625,15109.2998046875,1941.5999755859375
2021-02-10 00:00:00,,,,,,,,,11.887487411499023,95407.9375,536.3991088867188,15.023551940917969,566.2072143554688,44.84413146972656,0.1859876960515976,254.4873809814453,,26.079999923706055,5027.12451171875,12.876172065734863,5629.208984375,37.504669189453125,2071.938232421875,611.4075927734375,15.631861686706543,0.013725913129746914,2.9614737033843994,179.40216064453125,1943.9287109375,6518.18701171875,27.526763916015625,188.0,229.55975341796875,7223.90576171875,73238.2421875,45.34817886352539,8.235569953918457,22.193538665771484,0.27104678750038147,20.093820571899414,895.2092895507812,58.59905242919922,361.93560791015625,13556.5546875,20149.796875,148.99969482421875,2876.088623046875,2.802000045776367,10.715818405151367,12861.703125,39.66974639892578,0.06803415715694427,118430.0,66150.8203125,15106.5,1917.5400390625
2021-02-11 00:00:00,,,,,,,,,11.839970588684082,94332.96875,545.3278198242188,15.041455268859863,573.7861328125,44.78632736206055,0.18570446968078613,255.43170166015625,,26.81999969482422,5015.15966796875,13.17116928100586,5448.23486328125,37.625431060791016,2097.426513671875,609.9568481445312,15.92663860321045,0.013734887354075909,2.9672131538391113,181.8353729248047,1952.841552734375,6580.70166015625,27.27060890197754,189.60000610351562,232.73545837402344,7062.08740234375,74188.7265625,46.74850845336914,8.31851863861084,22.700132369995117,0.2700221538543701,20.591625213623047,932.11865234375,58.259735107421875,359.9978332519531,13664.2109375,19606.4765625,154.52699279785156,2869.5546875,2.8259999752044678,10.545823097229004,12792.8837890625,40.11703109741211,0.06779247522354126,119235.0,65882.71875,15173.2998046875,1954.9200439453125
2021-02-12 00:00:00,,,,,,,,,11.71325397491455,93195.0078125,546.3466186523438,15.041455268859863,562.4177856445312,45.21028137207031,0.18637940287590027,248.3494873046875,,26.600000381469727,5166.7099609375,13.17116928100586,5392.24169921875,38.56826400756836,2077.545654296875,626.3506469726562,16.14101791381836,0.013753360137343407,2.9672131538391113,177.2965087890625,1942.9329833984375,6605.7080078125,27.623685836791992,186.0,235.09457397460938,7437.66650390625,74211.9296875,45.7300910949707,8.425165176391602,22.579513549804688,0.2697089910507202,20.504173278808594,925.7252807617188,58.207523345947266,362.7660217285156,14081.8701171875,19998.984375,154.84283447265625,2855.94970703125,2.7699999809265137,10.624750137329102,12938.5048828125,39.964847564697266,0.06844111531972885,119116.0,66132.2421875,15163.2998046875,1937.0699462890625
2021-02-15 00:00:00,,,,,,,,,,94670.9609375,566.1729736328125,,569.5650024414062,,0.18626829981803894,254.9595184326172,,26.719999313354492,5186.6513671875,,5646.20654296875,,2053.12353515625,651.8360595703125,,0.01377509068697691,,182.49046325683594,1977.6875,6751.57470703125,,199.6999969482422,,7545.54541015625,74703.0859375,46.706077575683594,,23.64094352722168,0.26966825127601624,20.631986618041992,921.6443481445312,,375.4995422363281,13971.2255859375,20295.6171875,164.55503845214844,2810.346923828125,2.7799999713897705,,12865.693359375,,0.06875947117805481,,67124.828125,15314.7001953125,
2021-02-16 00:00:00,,,,,,,,,,95152.9375,564.2530517578125,,569.8048095703125,48.48639678955078,0.18628911674022675,255.0540008544922,,25.299999237060547,5153.74853515625,,5898.1708984375,38.58220291137695,2035.42138671875,636.7479248046875,15.85517692565918,0.013766765594482422,2.9729514122009277,182.35009765625,2011.24755859375,6884.93994140625,,223.1999969482422,,7466.6337890625,73976.7578125,48.58732986450195,,25.168758392333984,0.27070194482803345,21.304697036743164,933.8416137695312,,371.2550354003906,13886.4970703125,20937.8125,177.3467559814453,2782.55517578125,2.7739999294281006,10.946526527404785,12810.8349609375,,0.06927798688411713,,67227.0625,15313.4501953125,2004.5400390625
2021-02-17 00:00:00,,,,,,,,,12.093400955200195,95019.953125,558.8555908203125,15.029518127441406,569.7089233398438,48.544212341308594,0.186240553855896,256.1871337890625,,24.200000762939453,5098.912109375,13.362372398376465,5987.158203125,37.996986389160156,2005.57666015625,635.7807006835938,15.721190452575684,0.013710838742554188,3.001648187637329,180.89952087402344,1981.173095703125,6880.7724609375,28.073698043823242,225.1999969482422,231.3744354248047,7120.02197265625,76230.9140625,47.1728515625,8.76584529876709,25.088350296020508,0.2690225839614868,20.96161651611328,944.6107177734375,57.34614562988281,379.9285583496094,13539.6103515625,19975.017578125,172.92494201660156,2750.60205078125,2.7699999809265137,10.849388122558594,12482.685546875,38.71063232421875,0.0681774839758873,120391.0,67110.0703125,15208.900390625,1986.800048828125
2021-02-18 00:00:00,,,,,,,,,11.71325397491455,92933.015625,544.9654541015625,14.881253242492676,565.10400390625,48.691951751708984,0.18484970927238464,259.6810302734375,,24.719999313354492,5092.9287109375,13.324132919311523,6009.15478515625,37.82978439331055,1989.7745361328125,623.4974975585938,15.92663860321045,0.01373677235096693,2.9557342529296875,183.42630004882812,1937.3560791015625,6934.951171875,27.69292640686035,223.0,227.20062255859375,7092.0537109375,75606.78125,47.738651275634766,8.671045303344727,24.605878829956055,0.2683490216732025,20.746347427368164,937.559814453125,56.21506881713867,383.1119689941406,13440.9248046875,19859.162109375,174.66207885742188,2736.50439453125,2.7219998836517334,10.916171073913574,12467.724609375,38.44778823852539,0.06867849081754684,119140.0,66575.453125,15118.9501953125,1980.77001953125
2021-02-19 00:00:00,,,,,,,,,11.792451858520508,95137.9375,538.5589599609375,14.755799293518066,557.7169799804688,48.89109420776367,0.1843046247959137,250.6157989501953,,25.100000381469727,5078.9697265625,13.602743148803711,6159.134765625,38.415000915527344,2021.51904296875,603.5734252929688,16.0248966217041,0.013773079961538315,2.944256544113159,194.18856811523438,1930.68408203125,6755.74267578125,27.464460372924805,220.0,226.29327392578125,7261.86376953125,76688.8671875,47.512332916259766,8.096333503723145,24.65412712097168,0.2694059908390045,20.564716339111328,943.2730102539062,56.64140319824219,368.67138671875,13444.912109375,20270.6484375,171.18780517578125,2749.482666015625,2.700000047683716,11.061880111694336,12579.435546875,38.38322830200195,0.06855419278144836,118748.0,67464.859375,14981.75,1985.31005859375
